time;power;th_amb;th_amb_prev_day;is_workday
2018-06-10 15:00:00;0.25;24.8;26.4;0
2018-06-10 16:00:00;0.25;24.3;26.9;0
2018-06-10 17:00:00;20.378207556;23.4;26.7;0
2018-06-10 18:00:00;0.25;22.9;25.5;0
2018-06-10 19:00:00;23.289380064;21.7;24.2;0
2018-06-10 20:00:00;0.25;19.7;22.6;0
2018-06-10 21:00:00;0.25;18.0;21.0;0
2018-06-10 22:00:00;53.37149598000001;18.9;20.2;0
2018-06-10 23:00:00;0.25;17.9;20.8;0
2018-06-11 00:00:00;0.25;16.9;18.8;1
2018-06-11 01:00:00;54.341886816000006;16.7;18.0;1
2018-06-11 02:00:00;5.822345016;16.1;17.8;1
2018-06-11 03:00:00;0.25;15.7;17.4;1
2018-06-11 04:00:00;32.022897588;15.7;17.2;1
2018-06-11 05:00:00;30.082115916000003;15.7;17.8;1
2018-06-11 06:00:00;19.40781672;16.3;18.3;1
2018-06-11 07:00:00;0.25;17.0;20.1;1
2018-06-11 08:00:00;49.489932636000006;18.4;20.4;1
2018-06-11 09:00:00;0.25;18.4;20.7;1
2018-06-11 10:00:00;0.25;19.4;21.8;1
2018-06-11 11:00:00;28.141334244;21.5;22.9;1
2018-06-11 12:00:00;20.378207556;22.1;22.7;1
2018-06-11 13:00:00;0.25;22.7;24.5;1
2018-06-11 14:00:00;1.9407816720000004;22.6;23.7;1
2018-06-11 15:00:00;21.348598392000003;21.6;24.8;1
2018-06-11 16:00:00;0.25;21.3;24.3;1
2018-06-11 17:00:00;50.460323472000006;20.8;23.4;1
2018-06-11 18:00:00;0.25;20.3;22.9;1
2018-06-11 19:00:00;25.230161736000003;19.7;21.7;1
2018-06-11 20:00:00;0.25;18.8;19.7;1
2018-06-11 21:00:00;28.141334244;18.1;18.0;1
2018-06-11 22:00:00;25.230161736000003;17.8;18.9;1
2018-06-11 23:00:00;0.25;17.5;17.9;1
2018-06-12 00:00:00;32.993288424;16.7;16.9;1
2018-06-12 01:00:00;30.082115916000003;15.9;16.7;1
2018-06-12 02:00:00;28.141334244;15.1;16.1;1
2018-06-12 03:00:00;0.25;14.8;15.7;1
2018-06-12 04:00:00;35.904460932000006;14.6;15.7;1
2018-06-12 05:00:00;28.141334244;14.1;15.7;1
2018-06-12 06:00:00;22.318989228000003;14.2;16.3;1
2018-06-12 07:00:00;0.25;14.5;17.0;1
2018-06-12 08:00:00;41.726805948;15.1;18.4;1
2018-06-12 09:00:00;16.496644212;16.3;18.4;1
2018-06-12 10:00:00;0.25;17.1;19.4;1
2018-06-12 11:00:00;29.111725080000006;17.4;21.5;1
2018-06-12 12:00:00;26.200552572000003;17.2;22.1;1
2018-06-12 13:00:00;0.25;18.0;22.7;1
2018-06-12 14:00:00;58.22345016000001;16.4;22.6;1
2018-06-12 15:00:00;25.230161736000003;15.8;21.6;1
2018-06-12 16:00:00;0.25;14.6;21.3;1
2018-06-12 17:00:00;51.43071430800001;16.1;20.8;1
2018-06-12 18:00:00;0.25;15.6;20.3;1
2018-06-12 19:00:00;53.37149598000001;14.8;19.7;1
2018-06-12 20:00:00;2.911172508;14.6;18.8;1
2018-06-12 21:00:00;30.082115916000003;14.8;18.1;1
2018-06-12 22:00:00;33.963679260000006;14.3;17.8;1
2018-06-12 23:00:00;22.318989228000003;14.1;17.5;1
2018-06-13 00:00:00;32.022897588;13.3;16.7;1
2018-06-13 01:00:00;0.25;11.0;15.9;1
2018-06-13 02:00:00;36.874851768;11.6;15.1;1
2018-06-13 03:00:00;31.052506752000014;11.9;14.8;1
2018-06-13 04:00:00;28.141334244;12.5;14.6;1
2018-06-13 05:00:00;0.25;12.6;14.1;1
2018-06-13 06:00:00;63.07540434000001;13.2;14.2;1
2018-06-13 07:00:00;4.85195418;13.6;14.5;1
2018-06-13 08:00:00;20.378207556;13.9;15.1;1
2018-06-13 09:00:00;36.874851768;14.2;16.3;1
2018-06-13 10:00:00;24.2597709;14.0;17.1;1
2018-06-13 11:00:00;30.082115916000003;14.8;17.4;1
2018-06-13 12:00:00;30.082115916000003;15.0;17.2;1
2018-06-13 13:00:00;20.378207556;14.8;18.0;1
2018-06-13 14:00:00;0.25;15.5;16.4;1
2018-06-13 15:00:00;22.318989228000003;16.3;15.8;1
2018-06-13 16:00:00;32.993288424;16.3;14.6;1
2018-06-13 17:00:00;1.9407816720000004;16.6;16.1;1
2018-06-13 18:00:00;59.19384099599999;16.0;15.6;1
2018-06-13 19:00:00;21.348598392000003;15.0;14.8;1
2018-06-13 20:00:00;25.230161736000003;12.5;14.6;1
2018-06-13 21:00:00;29.111725080000006;10.4;14.8;1
2018-06-13 22:00:00;36.874851768;9.9;14.3;1
2018-06-13 23:00:00;34.934070096;9.3;14.1;1
2018-06-14 00:00:00;23.289380064;8.7;13.3;1
2018-06-14 01:00:00;43.66758762;8.3;11.0;1
2018-06-14 02:00:00;50.460323472000006;7.8;11.6;1
2018-06-14 03:00:00;76.66087604399999;7.4;11.9;1
2018-06-14 04:00:00;45.608369292;7.3;12.5;1
2018-06-14 05:00:00;32.993288424;8.4;12.6;1
2018-06-14 06:00:00;71.80892186400001;11.1;13.2;1
2018-06-14 07:00:00;32.022897588;14.2;13.6;1
2018-06-14 08:00:00;39.786024276;16.3;13.9;1
2018-06-14 09:00:00;49.489932636000006;17.0;14.2;1
2018-06-14 10:00:00;0.25;18.0;14.0;1
2018-06-14 11:00:00;43.66758762;18.4;14.8;1
2018-06-14 12:00:00;11.644690032;19.4;15.0;1
2018-06-14 13:00:00;0.25;20.1;14.8;1
2018-06-14 14:00:00;46.578760128;20.1;15.5;1
2018-06-14 15:00:00;0.25;19.3;16.3;1
2018-06-14 16:00:00;79.572048552;16.5;16.3;1
2018-06-14 17:00:00;28.141334244;15.8;16.6;1
2018-06-14 18:00:00;39.786024276;15.6;16.0;1
2018-06-14 19:00:00;24.2597709;15.5;15.0;1
2018-06-14 20:00:00;32.993288424;15.4;12.5;1
2018-06-14 21:00:00;59.19384099599999;15.1;10.4;1
2018-06-14 22:00:00;0.25;15.3;9.9;1
2018-06-14 23:00:00;55.312277652000006;15.3;9.3;1
2018-06-15 00:00:00;0.25;15.1;8.7;1
2018-06-15 01:00:00;32.993288424;15.1;8.3;1
2018-06-15 02:00:00;47.549150964000006;15.0;7.8;1
2018-06-15 03:00:00;22.318989228000003;15.0;7.4;1
2018-06-15 04:00:00;59.19384099599999;15.0;7.3;1
2018-06-15 05:00:00;13.585471704;15.2;8.4;1
2018-06-15 06:00:00;63.07540434000001;15.9;11.1;1
2018-06-15 07:00:00;0.25;17.0;14.2;1
2018-06-15 08:00:00;30.082115916000003;17.7;16.3;1
2018-06-15 09:00:00;27.170943408000003;17.7;17.0;1
2018-06-15 10:00:00;0.25;19.1;18.0;1
2018-06-15 11:00:00;53.37149598000001;19.9;18.4;1
2018-06-15 12:00:00;0.25;20.5;19.4;1
2018-06-15 13:00:00;0.25;22.1;20.1;1
2018-06-15 14:00:00;51.43071430800001;22.5;20.1;1
2018-06-15 15:00:00;0.25;22.9;19.3;1
2018-06-15 16:00:00;0.25;22.5;16.5;1
2018-06-15 17:00:00;25.230161736000003;23.3;15.8;1
2018-06-15 18:00:00;0.25;21.9;15.6;1
2018-06-15 19:00:00;32.993288424;19.6;15.5;1
2018-06-15 20:00:00;18.437425884;17.5;15.4;1
2018-06-15 21:00:00;30.082115916000003;15.6;15.1;1
2018-06-15 22:00:00;27.170943408000003;16.3;15.3;1
2018-06-15 23:00:00;0.25;16.0;15.3;1
2018-06-16 00:00:00;32.993288424;15.0;15.1;0
2018-06-16 01:00:00;0.25;14.6;15.1;0
2018-06-16 02:00:00;49.489932636000006;14.2;15.0;0
2018-06-16 03:00:00;0.25;13.8;15.0;0
2018-06-16 04:00:00;45.608369292;13.7;15.0;0
2018-06-16 05:00:00;0.25;14.2;15.2;0
2018-06-16 06:00:00;68.897749356;15.8;15.9;0
2018-06-16 07:00:00;0.25;18.1;17.0;0
2018-06-16 08:00:00;0.25;19.8;17.7;0
2018-06-16 09:00:00;55.312277652000006;20.5;17.7;0
2018-06-16 10:00:00;0.25;21.6;19.1;0
2018-06-16 11:00:00;28.141334244;22.1;19.9;0
2018-06-16 12:00:00;23.289380064;22.5;20.5;0
2018-06-16 13:00:00;0.25;23.8;22.1;0
2018-06-16 14:00:00;26.200552572000003;20.6;22.5;0
2018-06-16 15:00:00;0.25;23.8;22.9;0
2018-06-16 16:00:00;0.25;23.3;22.5;0
2018-06-16 17:00:00;22.318989228000003;18.7;23.3;0
2018-06-16 18:00:00;22.318989228000003;18.5;21.9;0
2018-06-16 19:00:00;26.200552572000003;17.9;19.6;0
2018-06-16 20:00:00;29.111725080000006;16.9;17.5;0
2018-06-16 21:00:00;0.25;16.2;15.6;0
2018-06-16 22:00:00;50.460323472000006;16.3;16.3;0
2018-06-16 23:00:00;4.85195418;14.3;16.0;0
2018-06-17 00:00:00;32.022897588;14.6;15.0;0
2018-06-17 01:00:00;11.644690032;13.8;14.6;0
2018-06-17 02:00:00;82.48322106;13.0;14.2;0
2018-06-17 03:00:00;25.230161736000003;12.4;13.8;0
2018-06-17 04:00:00;36.874851768;12.8;13.7;0
2018-06-17 05:00:00;0.25;13.4;14.2;0
2018-06-17 06:00:00;68.897749356;14.7;15.8;0
2018-06-17 07:00:00;0.25;15.9;18.1;0
2018-06-17 08:00:00;32.022897588;16.7;19.8;0
2018-06-17 09:00:00;53.37149598000001;17.2;20.5;0
2018-06-17 10:00:00;0.25;17.4;21.6;0
2018-06-17 11:00:00;45.608369292;18.4;22.1;0
2018-06-17 12:00:00;27.170943408000003;18.3;22.5;0
2018-06-17 13:00:00;23.289380064;17.6;23.8;0
2018-06-17 14:00:00;25.230161736000003;18.9;20.6;0
2018-06-17 15:00:00;17.467035048;17.3;23.8;0
2018-06-17 16:00:00;0.25;17.5;23.3;0
2018-06-17 17:00:00;32.022897588;17.2;18.7;0
2018-06-17 18:00:00;23.289380064;16.8;18.5;0
2018-06-17 19:00:00;52.401105144000006;16.0;17.9;0
2018-06-17 20:00:00;48.5195418;14.8;16.9;0
2018-06-17 21:00:00;0.25;14.9;16.2;0
2018-06-17 22:00:00;59.19384099599999;14.6;16.3;0
2018-06-17 23:00:00;0.25;14.3;14.3;0
2018-06-18 00:00:00;42.697196784000006;14.5;14.6;1
2018-06-18 01:00:00;47.549150964000006;14.2;13.8;1
2018-06-18 02:00:00;28.141334244;14.5;13.0;1
2018-06-18 03:00:00;12.615080868000002;14.5;12.4;1
2018-06-18 04:00:00;72.7793127;14.5;12.8;1
2018-06-18 05:00:00;23.289380064;15.0;13.4;1
2018-06-18 06:00:00;32.022897588;15.9;14.7;1
2018-06-18 07:00:00;21.348598392000003;16.6;15.9;1
2018-06-18 08:00:00;32.022897588;17.2;16.7;1
2018-06-18 09:00:00;22.318989228000003;17.9;17.2;1
2018-06-18 10:00:00;0.25;18.7;17.4;1
2018-06-18 11:00:00;28.141334244;20.1;18.4;1
2018-06-18 12:00:00;21.348598392000003;19.4;18.3;1
2018-06-18 13:00:00;0.25;18.2;17.6;1
2018-06-18 14:00:00;54.341886816000006;17.7;18.9;1
2018-06-18 15:00:00;0.25;18.1;17.3;1
2018-06-18 16:00:00;31.052506752000014;19.4;17.5;1
2018-06-18 17:00:00;21.348598392000003;20.1;17.2;1
2018-06-18 18:00:00;0.25;20.2;16.8;1
2018-06-18 19:00:00;31.052506752000014;19.4;16.0;1
2018-06-18 20:00:00;22.318989228000003;17.6;14.8;1
2018-06-18 21:00:00;32.022897588;17.3;14.9;1
2018-06-18 22:00:00;24.2597709;17.4;14.6;1
2018-06-18 23:00:00;0.25;17.2;14.3;1
2018-06-19 00:00:00;32.022897588;14.6;14.5;1
2018-06-19 01:00:00;45.608369292;13.8;14.2;1
2018-06-19 02:00:00;50.460323472000006;12.9;14.5;1
2018-06-19 03:00:00;26.200552572000003;13.0;14.5;1
2018-06-19 04:00:00;32.993288424;14.6;14.5;1
2018-06-19 05:00:00;46.578760128;15.2;15.0;1
2018-06-19 06:00:00;27.170943408000003;15.4;15.9;1
2018-06-19 07:00:00;32.022897588;15.9;16.6;1
2018-06-19 08:00:00;40.756415112;16.0;17.2;1
2018-06-19 09:00:00;30.082115916000003;16.3;17.9;1
2018-06-19 10:00:00;32.993288424;16.8;18.7;1
2018-06-19 11:00:00;0.25;18.0;20.1;1
2018-06-19 12:00:00;57.253059324000006;18.1;19.4;1
2018-06-19 13:00:00;0.25;19.1;18.2;1
2018-06-19 14:00:00;29.111725080000006;19.5;17.7;1
2018-06-19 15:00:00;21.348598392000003;20.0;18.1;1
2018-06-19 16:00:00;0.25;20.6;19.4;1
2018-06-19 17:00:00;51.43071430800001;20.6;20.1;1
2018-06-19 18:00:00;0.25;20.3;20.2;1
2018-06-19 19:00:00;15.526253376000009;19.5;19.4;1
2018-06-19 20:00:00;36.874851768;18.7;17.6;1
2018-06-19 21:00:00;0.25;18.4;17.3;1
2018-06-19 22:00:00;31.052506752000014;18.0;17.4;1
2018-06-19 23:00:00;22.318989228000003;17.7;17.2;1
2018-06-20 00:00:00;0.25;17.6;14.6;1
2018-06-20 01:00:00;30.082115916000003;17.3;13.8;1
2018-06-20 02:00:00;0.25;17.2;12.9;1
2018-06-20 03:00:00;58.22345016000001;17.2;13.0;1
2018-06-20 04:00:00;0.25;17.2;14.6;1
2018-06-20 05:00:00;50.460323472000006;17.5;15.2;1
2018-06-20 06:00:00;4.85195418;18.5;15.4;1
2018-06-20 07:00:00;0.25;19.9;15.9;1
2018-06-20 08:00:00;47.549150964000006;20.9;16.0;1
2018-06-20 09:00:00;0.25;22.1;16.3;1
2018-06-20 10:00:00;0.25;23.4;16.8;1
2018-06-20 11:00:00;27.170943408000003;24.2;18.0;1
2018-06-20 12:00:00;0.25;24.7;18.1;1
2018-06-20 13:00:00;39.786024276;25.9;19.1;1
2018-06-20 14:00:00;2.911172508;26.3;19.5;1
2018-06-20 15:00:00;0.25;27.1;20.0;1
2018-06-20 16:00:00;0.25;27.2;20.6;1
2018-06-20 17:00:00;23.289380064;26.6;20.6;1
2018-06-20 18:00:00;0.25;25.5;20.3;1
2018-06-20 19:00:00;0.25;22.7;19.5;1
2018-06-20 20:00:00;48.5195418;21.2;18.7;1
2018-06-20 21:00:00;0.25;19.1;18.4;1
2018-06-20 22:00:00;24.2597709;17.8;18.0;1
2018-06-20 23:00:00;0.25;17.3;17.7;1
2018-06-21 00:00:00;0.25;16.9;17.6;1
2018-06-21 01:00:00;29.111725080000006;16.2;17.3;1
2018-06-21 02:00:00;0.25;15.5;17.2;1
2018-06-21 03:00:00;51.43071430800001;14.9;17.2;1
2018-06-21 04:00:00;0.25;14.3;17.2;1
2018-06-21 05:00:00;32.993288424;16.9;17.5;1
2018-06-21 06:00:00;23.289380064;17.1;18.5;1
2018-06-21 07:00:00;30.082115916000003;16.1;19.9;1
2018-06-21 08:00:00;0.9703908360000002;16.6;20.9;1
2018-06-21 09:00:00;43.66758762;16.5;22.1;1
2018-06-21 10:00:00;6.792735852;16.8;23.4;1
2018-06-21 11:00:00;0.25;17.1;24.2;1
2018-06-21 12:00:00;55.312277652000006;16.5;24.7;1
2018-06-21 13:00:00;0.9703908360000002;16.4;25.9;1
2018-06-21 14:00:00;0.25;17.9;26.3;1
2018-06-21 15:00:00;51.43071430800001;16.4;27.1;1
2018-06-21 16:00:00;0.25;15.5;27.2;1
2018-06-21 17:00:00;60.164231832000006;15.0;26.6;1
2018-06-21 18:00:00;0.25;14.6;25.5;1
2018-06-21 19:00:00;38.81563344;13.8;22.7;1
2018-06-21 20:00:00;46.578760128;12.6;21.2;1
2018-06-21 21:00:00;32.993288424;11.4;19.1;1
2018-06-21 22:00:00;27.170943408000003;11.5;17.8;1
2018-06-21 23:00:00;31.052506752000014;10.5;17.3;1
2018-06-22 00:00:00;27.170943408000003;9.6;16.9;1
2018-06-22 01:00:00;42.697196784000006;10.0;16.2;1
2018-06-22 02:00:00;22.318989228000003;9.0;15.5;1
2018-06-22 03:00:00;35.904460932000006;9.7;14.9;1
2018-06-22 04:00:00;34.934070096;9.7;14.3;1
2018-06-22 05:00:00;23.289380064;10.3;16.9;1
2018-06-22 06:00:00;32.993288424;10.8;17.1;1
2018-06-22 07:00:00;54.341886816000006;10.9;16.1;1
2018-06-22 08:00:00;15.526253376000009;11.5;16.6;1
2018-06-22 09:00:00;18.437425884;11.1;16.5;1
2018-06-22 10:00:00;61.134622668;13.1;16.8;1
2018-06-22 11:00:00;46.578760128;12.7;17.1;1
2018-06-22 12:00:00;63.07540434000001;13.5;16.5;1
2018-06-22 13:00:00;39.786024276;15.5;16.4;1
2018-06-22 14:00:00;39.786024276;14.7;17.9;1
2018-06-22 15:00:00;62.105013504000006;15.7;16.4;1
2018-06-22 16:00:00;0.25;15.6;15.5;1
2018-06-22 17:00:00;66.956967684;15.6;15.0;1
2018-06-22 18:00:00;26.200552572000003;14.7;14.6;1
2018-06-22 19:00:00;77.63126688;14.3;13.8;1
2018-06-22 20:00:00;32.993288424;12.3;12.6;1
2018-06-22 21:00:00;36.874851768;11.9;11.4;1
2018-06-22 22:00:00;66.956967684;12.1;11.5;1
2018-06-22 23:00:00;30.082115916000003;11.2;10.5;1
2018-06-23 00:00:00;0.25;11.4;9.6;0
2018-06-23 01:00:00;85.39439356800001;10.9;10.0;0
2018-06-23 02:00:00;89.27595691200001;10.2;9.0;0
2018-06-23 03:00:00;41.726805948;9.9;9.7;0
2018-06-23 04:00:00;45.608369292;9.4;9.7;0
2018-06-23 05:00:00;45.608369292;9.4;10.3;0
2018-06-23 06:00:00;74.72009437199999;10.6;10.8;0
2018-06-23 07:00:00;29.111725080000006;10.9;10.9;0
2018-06-23 08:00:00;41.726805948;10.7;11.5;0
2018-06-23 09:00:00;77.63126688;13.0;11.1;0
2018-06-23 10:00:00;24.2597709;14.1;13.1;0
2018-06-23 11:00:00;67.92735852000001;14.0;12.7;0
2018-06-23 12:00:00;27.170943408000003;15.1;13.5;0
2018-06-23 13:00:00;39.786024276;16.5;15.5;0
2018-06-23 14:00:00;24.2597709;16.6;14.7;0
2018-06-23 15:00:00;33.963679260000006;16.0;15.7;0
2018-06-23 16:00:00;0.25;16.9;15.6;0
2018-06-23 17:00:00;96.06869276400002;16.9;15.6;0
2018-06-23 18:00:00;9.70390836;16.4;14.7;0
2018-06-23 19:00:00;40.756415112;15.3;14.3;0
2018-06-23 20:00:00;71.80892186400001;13.4;12.3;0
2018-06-23 21:00:00;33.963679260000006;11.8;11.9;0
2018-06-23 22:00:00;39.786024276;11.6;12.1;0
2018-06-23 23:00:00;23.289380064;11.5;11.2;0
2018-06-24 00:00:00;57.253059324000006;11.5;11.4;0
2018-06-24 01:00:00;32.993288424;10.5;10.9;0
2018-06-24 02:00:00;49.489932636000006;11.1;10.2;0
2018-06-24 03:00:00;78.601657716;10.7;9.9;0
2018-06-24 04:00:00;33.963679260000006;10.7;9.4;0
2018-06-24 05:00:00;36.874851768;11.5;9.4;0
2018-06-24 06:00:00;42.697196784000006;13.1;10.6;0
2018-06-24 07:00:00;57.253059324000006;14.4;10.9;0
2018-06-24 08:00:00;41.726805948;14.7;10.7;0
2018-06-24 09:00:00;52.401105144000006;15.2;13.0;0
2018-06-24 10:00:00;0.25;15.6;14.1;0
2018-06-24 11:00:00;66.956967684;17.5;14.0;0
2018-06-24 12:00:00;0.25;17.8;15.1;0
2018-06-24 13:00:00;56.282668488;17.0;16.5;0
2018-06-24 14:00:00;35.904460932000006;16.7;16.6;0
2018-06-24 15:00:00;50.460323472000006;16.5;16.0;0
2018-06-24 16:00:00;0.25;16.4;16.9;0
2018-06-24 17:00:00;77.63126688;15.0;16.9;0
2018-06-24 18:00:00;27.170943408000003;14.5;16.4;0
2018-06-24 19:00:00;35.904460932000006;14.5;15.3;0
2018-06-24 20:00:00;65.986576848;14.5;13.4;0
2018-06-24 21:00:00;33.963679260000006;14.3;11.8;0
2018-06-24 22:00:00;12.615080868000002;14.1;11.6;0
2018-06-24 23:00:00;49.489932636000006;13.8;11.5;0
2018-06-25 00:00:00;30.082115916000003;13.6;11.5;1
2018-06-25 01:00:00;54.341886816000006;13.6;10.5;1
2018-06-25 02:00:00;44.637978456000006;13.5;11.1;1
2018-06-25 03:00:00;48.5195418;13.0;10.7;1
2018-06-25 04:00:00;29.111725080000006;13.2;10.7;1
2018-06-25 05:00:00;71.80892186400001;13.2;11.5;1
2018-06-25 06:00:00;30.082115916000003;13.4;13.1;1
2018-06-25 07:00:00;33.963679260000006;13.8;14.4;1
2018-06-25 08:00:00;75.690485208;14.5;14.7;1
2018-06-25 09:00:00;28.141334244;14.8;15.2;1
2018-06-25 10:00:00;18.437425884;16.5;15.6;1
2018-06-25 11:00:00;54.341886816000006;16.9;17.5;1
2018-06-25 12:00:00;22.318989228000003;17.2;17.8;1
2018-06-25 13:00:00;8.733517524;18.3;17.0;1
2018-06-25 14:00:00;43.66758762;19.5;16.7;1
2018-06-25 15:00:00;0.25;20.0;16.5;1
2018-06-25 16:00:00;0.25;20.2;16.4;1
2018-06-25 17:00:00;44.637978456000006;20.2;15.0;1
2018-06-25 18:00:00;0.25;19.4;14.5;1
2018-06-25 19:00:00;53.37149598000001;18.4;14.5;1
2018-06-25 20:00:00;26.200552572000003;16.0;14.5;1
2018-06-25 21:00:00;13.585471704;14.3;14.3;1
2018-06-25 22:00:00;58.22345016000001;13.3;14.1;1
2018-06-25 23:00:00;0.25;12.5;13.8;1
2018-06-26 00:00:00;32.993288424;12.0;13.6;1
2018-06-26 01:00:00;70.83853102799998;11.3;13.6;1
2018-06-26 02:00:00;41.726805948;12.2;13.5;1
2018-06-26 03:00:00;37.845242604;11.9;13.0;1
2018-06-26 04:00:00;54.341886816000006;12.0;13.2;1
2018-06-26 05:00:00;30.082115916000003;11.8;13.2;1
2018-06-26 06:00:00;59.19384099599999;12.4;13.4;1
2018-06-26 07:00:00;28.141334244;13.1;13.8;1
2018-06-26 08:00:00;40.756415112;14.9;14.5;1
2018-06-26 09:00:00;57.253059324000006;16.1;14.8;1
2018-06-26 10:00:00;44.637978456000006;16.4;16.5;1
2018-06-26 11:00:00;0.25;16.0;16.9;1
2018-06-26 12:00:00;61.134622668;15.4;17.2;1
2018-06-26 13:00:00;0.25;15.8;18.3;1
2018-06-26 14:00:00;31.052506752000014;16.1;19.5;1
2018-06-26 15:00:00;22.318989228000003;16.2;20.0;1
2018-06-26 16:00:00;22.318989228000003;16.6;20.2;1
2018-06-26 17:00:00;29.111725080000006;17.1;20.2;1
2018-06-26 18:00:00;40.756415112;17.2;19.4;1
2018-06-26 19:00:00;26.200552572000003;15.8;18.4;1
2018-06-26 20:00:00;35.904460932000006;14.7;16.0;1
2018-06-26 21:00:00;67.92735852000001;14.0;14.3;1
2018-06-26 22:00:00;5.822345016;11.9;13.3;1
2018-06-26 23:00:00;25.230161736000003;11.7;12.5;1
2018-06-27 00:00:00;48.5195418;11.3;12.0;1
2018-06-27 01:00:00;53.37149598000001;10.9;11.3;1
2018-06-27 02:00:00;44.637978456000006;10.2;12.2;1
2018-06-27 03:00:00;45.608369292;10.2;11.9;1
2018-06-27 04:00:00;44.637978456000006;10.2;12.0;1
2018-06-27 05:00:00;57.253059324000006;10.4;11.8;1
2018-06-27 06:00:00;0.25;12.4;12.4;1
2018-06-27 07:00:00;35.904460932000006;17.5;13.1;1
2018-06-27 08:00:00;60.164231832000006;20.3;14.9;1
2018-06-27 09:00:00;0.25;21.4;16.1;1
2018-06-27 10:00:00;30.082115916000003;22.8;16.4;1
2018-06-27 11:00:00;26.200552572000003;23.8;16.0;1
2018-06-27 12:00:00;0.25;25.0;15.4;1
2018-06-27 13:00:00;0.25;24.3;15.8;1
2018-06-27 14:00:00;28.141334244;23.2;16.1;1
2018-06-27 15:00:00;22.318989228000003;24.9;16.2;1
2018-06-27 16:00:00;0.25;24.0;16.6;1
2018-06-27 17:00:00;21.348598392000003;23.4;17.1;1
2018-06-27 18:00:00;0.25;23.5;17.2;1
2018-06-27 19:00:00;24.2597709;21.7;15.8;1
2018-06-27 20:00:00;0.25;17.8;14.7;1
2018-06-27 21:00:00;32.022897588;16.4;14.0;1
2018-06-27 22:00:00;22.318989228000003;15.4;11.9;1
2018-06-27 23:00:00;0.25;14.6;11.7;1
2018-06-28 00:00:00;53.37149598000001;13.7;11.3;1
2018-06-28 01:00:00;0.25;12.9;10.9;1
2018-06-28 02:00:00;31.052506752000014;11.9;10.2;1
2018-06-28 03:00:00;0.25;11.8;10.2;1
2018-06-28 04:00:00;74.72009437199999;11.4;10.2;1
2018-06-28 05:00:00;0.25;11.9;10.4;1
2018-06-28 06:00:00;58.22345016000001;14.8;12.4;1
2018-06-28 07:00:00;0.25;19.5;17.5;1
2018-06-28 08:00:00;0.25;22.0;20.3;1
2018-06-28 09:00:00;55.312277652000006;23.6;21.4;1
2018-06-28 10:00:00;0.25;24.0;22.8;1
2018-06-28 11:00:00;26.200552572000003;24.8;23.8;1
2018-06-28 12:00:00;0.25;25.3;25.0;1
2018-06-28 13:00:00;21.348598392000003;25.4;24.3;1
2018-06-28 14:00:00;21.348598392000003;27.0;23.2;1
2018-06-28 15:00:00;0.25;26.8;24.9;1
2018-06-28 16:00:00;0.25;26.0;24.0;1
2018-06-28 17:00:00;20.378207556;25.7;23.4;1
2018-06-28 18:00:00;0.25;25.3;23.5;1
2018-06-28 19:00:00;7.763126688000002;23.0;21.7;1
2018-06-28 20:00:00;17.467035048;20.5;17.8;1
2018-06-28 21:00:00;0.25;18.4;16.4;1
2018-06-28 22:00:00;34.934070096;16.8;15.4;1
2018-06-28 23:00:00;16.496644212;19.2;14.6;1
2018-06-29 00:00:00;0.25;18.7;13.7;1
2018-06-29 01:00:00;0.25;18.2;12.9;1
2018-06-29 02:00:00;32.022897588;17.6;11.9;1
2018-06-29 03:00:00;29.111725080000006;16.7;11.8;1
2018-06-29 04:00:00;0.25;16.5;11.4;1
2018-06-29 05:00:00;58.22345016000001;16.4;11.9;1
2018-06-29 06:00:00;0.25;17.7;14.8;1
2018-06-29 07:00:00;49.489932636000006;19.9;19.5;1
2018-06-29 08:00:00;0.25;22.1;22.0;1
2018-06-29 09:00:00;0.25;23.0;23.6;1
2018-06-29 10:00:00;0.25;24.4;24.0;1
2018-06-29 11:00:00;29.111725080000006;25.8;24.8;1
2018-06-29 12:00:00;22.318989228000003;25.9;25.3;1
2018-06-29 13:00:00;0.25;26.7;25.4;1
2018-06-29 14:00:00;20.378207556;27.5;27.0;1
2018-06-29 15:00:00;0.25;27.2;26.8;1
2018-06-29 16:00:00;21.348598392000003;27.6;26.0;1
2018-06-29 17:00:00;0.25;26.9;25.7;1
2018-06-29 18:00:00;21.348598392000003;26.3;25.3;1
2018-06-29 19:00:00;0.25;23.8;23.0;1
2018-06-29 20:00:00;0.25;20.9;20.5;1
2018-06-29 21:00:00;11.644690032;18.9;18.4;1
2018-06-29 22:00:00;12.615080868000002;20.1;16.8;1
2018-06-29 23:00:00;18.437425884;18.9;19.2;1
2018-06-30 00:00:00;0.25;19.1;18.7;0
2018-06-30 01:00:00;0.25;18.0;18.2;0
2018-06-30 02:00:00;52.401105144000006;17.1;17.6;0
2018-06-30 03:00:00;0.25;16.0;16.7;0
2018-06-30 04:00:00;0.25;15.3;16.5;0
2018-06-30 05:00:00;32.022897588;14.9;16.4;0
2018-06-30 06:00:00;0.25;17.5;17.7;0
2018-06-30 07:00:00;28.141334244;21.5;19.9;0
2018-06-30 08:00:00;0.25;24.8;22.1;0
2018-06-30 09:00:00;0.25;24.8;23.0;0
2018-06-30 10:00:00;31.052506752000014;25.6;24.4;0
2018-06-30 11:00:00;18.437425884;25.7;25.8;0
